game_pk,game_date,home_odds,home_id,home_name,home_winner,home_last5_o_hardhit,home_last5_o_launch_speed,home_last5_o_launch_angle,home_last5_o_xwoba,home_last_p_hardhit,home_last_p_launch_speed,home_last_p_launch_angle,home_last_p_xwoba,away_odds,away_id,away_name,away_winner,away_last5_o_hardhit,away_last5_o_launch_speed,away_last5_o_launch_angle,away_last5_o_xwoba,away_last_p_hardhit,away_last_p_launch_speed,away_last_p_launch_angle,away_last_p_xwoba
564788,2019-07-29,-240,108,LAA,false,39.67940384522792,88.67999999999999,17.44,0.2824,28.958333333333332,87.125,13.125000000000002,0.26725,200,116,DET,true,39.57729468599034,87.82,11.6,0.2638,40.09078866530701,89.26923076923077,14.246153846153845,0.3470769230769231
564789,2019-07-30,-250,108,LAA,true,41.774265505306964,88.8,17.46,0.2906,34.99389666331477,88.13571428571429,16.00714285714286,0.3227857142857143,215,116,DET,false,34.85507246376812,87.05999999999999,11.64,0.2706,45.45454545454545,88.7,17.7,0.443
564790,2019-07-31,-194,108,LAA,false,43.76303856063976,88.67999999999999,18.440000000000005,0.2792,37.810766345038076,88.1375,16.724999999999998,0.3305,166,116,DET,true,36.05072463768116,87.38,12.88,0.2794,46.47855121322554,90.78888888888888,10.41111111111111,0.3335555555555556
564792,2019-08-13,-164,108,LAA,false,39.628205128205124,89.44000000000001,12.299999999999999,0.2912,35.55952094373148,88.24666666666667,15.906666666666668,0.3193333333333334,142,134,PIT,true,40.08658008658009,89.4,13.279999999999998,0.3238,40.48570185707042,87.85294117647058,14.888235294117647,0.3058823529411765
564793,2019-08-14,-126,108,LAA,true,37.4059829059829,89.29999999999998,11.28,0.3356,45.173453996983405,88.8,5.733333333333333,0.32033333333333336,108,134,PIT,false,43.78159474933669,90.61999999999999,14.919999999999998,0.354,41.33461851008435,88.6857142857143,13.995238095238093,0.3353809523809524
564794,2019-08-15,-180,108,LAA,true,36.96153846153847,89.1,11.34,0.3262,38.85507217888427,89.16,17.18,0.31120000000000003,156,145,CWS,false,33.25269809843313,87.8,12.180000000000001,0.279,45.25443519818845,89.56666666666668,16.1625,0.34725
564795,2019-08-16,-130,108,LAA,false,34.58472686733556,88.24000000000001,11.040000000000001,0.316,32.0,83.2,20.5,0.339,112,145,CWS,true,34.32930265329855,87.6,12.620000000000001,0.2882,37.883663128625585,88.51739130434783,14.739130434782611,0.2827826086956522
564796,2019-08-17,-167,108,LAA,true,30.123942553610068,87.32000000000001,10.72,0.2912,38.495435723696595,87.5,18.375,0.3035,145,145,CWS,false,42.624039495403814,88.62,11.16,0.31520000000000004,42.857142857142854,91.0,12.6,0.358
564797,2019-08-18,-184,108,LAA,true,27.376689806357327,85.4,12.26,0.29960000000000003,36.76447023958696,88.49374999999999,15.862499999999999,0.322125,158,145,CWS,false,44.08649008828919,88.56,8.32,0.32320000000000004,40.979289593821605,88.48571428571428,7.171428571428571,0.31928571428571434
564798,2019-08-27,-142,108,LAA,true,29.849739632348324,85.47999999999999,7.840000000000001,0.29460000000000003,37.66908188820066,88.20833333333333,16.416666666666668,0.3004166666666667,124,140,TEX,false,46.27325289089994,89.10000000000001,8.28,0.2542,33.808649637244955,86.5576923076923,15.069230769230767,0.29015384615384615
564800,2019-08-30,120,108,LAA,false,31.03174603174603,86.0,9.959999999999999,0.31,36.932146143166,87.94166666666666,14.408333333333333,0.3385,-138,111,BOS,true,51.945614035087715,90.5,5.680000000000001,0.36719999999999997,39.509803921568626,90.14999999999999,10.616666666666667,0.3165
564802,2019-09-01,-108,108,LAA,false,30.835667600373476,86.97999999999999,12.44,0.29500000000000004,37.20061000206377,88.29230769230769,16.384615384615383,0.29892307692307696,-108,111,BOS,true,45.869143446852426,90.38,8.42,0.3492,38.662970603478875,87.47142857142858,10.966666666666667,0.30076190476190473
564804,2019-09-10,128,108,LAA,false,45.48022015823873,88.56,14.4,0.3132,37.48487698283197,87.98461538461538,14.038461538461538,0.33638461538461534,-138,114,CLE,true,33.04485852311939,87.76,18.9,0.263,37.98302627921977,88.5,15.02222222222222,0.32266666666666666
564805,2019-09-11,110,108,LAA,false,43.84385652187509,88.12,17.06,0.32060000000000005,38.521825787171046,87.925,9.0625,0.308125,-120,114,CLE,true,37.38771566597653,88.78,14.719999999999999,0.3122,34.739119986964816,87.59375,17.875,0.29856249999999995
564806,2019-09-13,110,108,LAA,false,43.376020264565156,88.86,17.86,0.33799999999999997,39.803881494965985,88.59333333333333,16.086666666666666,0.2968666666666666,-154,139,TB,true,34.80842911877395,87.3,15.26,0.3414,34.87675725611574,87.1,11.046666666666665,0.2746666666666666
564807,2019-09-14,-110,108,LAA,false,46.7093535978985,89.22,15.219999999999999,0.3392,40.700727707179325,88.25000000000001,13.969999999999999,0.3233,-110,139,TB,true,38.475095785440615,88.63999999999999,15.719999999999999,0.37,36.621031725487235,87.49999999999999,12.066666666666666,0.25866666666666666
564809,2019-09-24,180,108,LAA,true,39.0583850931677,86.47999999999999,16.46,0.2974,41.46963454278032,88.71,10.000000000000002,0.3094,-210,133,OAK,false,47.878427293530265,90.72,11.98,0.3154,40.032855961884096,88.69166666666666,13.950000000000001,0.30641666666666667
564810,2019-09-25,150,108,LAA,false,37.24020327498589,87.16,19.46,0.289,40.93806537137522,88.94117647058823,16.323529411764703,0.3114705882352941,-208,133,OAK,true,48.8395256916996,90.88,13.34,0.3064,35.73703049801842,87.07333333333334,11.360000000000001,0.28126666666666666
564812,2019-09-27,-110,108,LAA,false,37.32008038712106,86.38000000000001,21.44,0.28080000000000005,38.831392339544514,88.675,11.6,0.31612500000000004,-110,117,HOU,true,36.63420383963862,88.35999999999999,16.7,0.3166,38.798908626494836,88.81666666666668,9.566666666666666,0.3066666666666667
564814,2019-09-29,-110,108,LAA,false,35.14891333906614,85.11999999999999,19.2,0.25460000000000005,42.4427507701165,88.84545454545454,10.700000000000001,0.30472727272727274,-110,117,HOU,true,43.87687165775401,89.53999999999999,16.56,0.3124,37.693904843321405,87.51875,12.509375,0.24631250000000002
564847,2019-05-09,-102,109,AZ,true,38.409090909090914,88.46000000000001,10.86,0.2952,44.217768152264725,89.21428571428571,11.457142857142856,0.2725714285714286,-112,144,ATL,false,35.49013949013949,88.55999999999999,12.36,0.296,28.108188552782433,85.775,3.8999999999999995,0.24475
564848,2019-05-10,-140,109,AZ,false,34.66196447230929,87.66000000000001,8.42,0.2904,39.56559175555763,88.2625,11.55,0.31225,122,144,ATL,true,39.966329966329965,89.34,12.780000000000001,0.3094,41.32942958600853,89.725,13.025,0.32225000000000004
564849,2019-05-11,104,109,AZ,false,35.995297805642636,87.06,9.139999999999999,0.2782,40.69142098543296,88.9,11.371428571428572,0.34871428571428575,-114,144,ATL,true,46.80427463036158,90.32000000000001,9.2,0.3336,35.54421768707483,87.35714285714286,14.085714285714285,0.30628571428571433
564850,2019-05-12,115,109,AZ,false,35.4619644723093,87.33999999999999,8.52,0.3,41.15296897006042,90.46666666666665,10.716666666666667,0.3761666666666667,-125,144,ATL,true,45.86151368760064,89.52,8.32,0.3442,35.39006394881089,88.0142857142857,9.185714285714285,0.3075714285714285
564851,2019-05-13,-166,109,AZ,true,34.18250319284802,87.12,8.02,0.31079999999999997,41.1626911073283,88.6125,8.524999999999999,0.32625,144,134,PIT,false,40.64168347084005,88.86,8.559999999999999,0.3202,47.82608695652174,91.2,27.1,0.374
564852,2019-05-14,-150,109,AZ,false,35.615836526181354,88.30000000000001,10.3,0.3298,45.238166180850676,89.35000000000001,11.674999999999999,0.28287500000000004,130,134,PIT,true,40.365821401874534,87.8,7.92,0.3004,42.850044109377784,88.8,10.728571428571428,0.3177142857142857
564853,2019-05-15,-160,109,AZ,true,30.886772486772486,88.23999999999998,13.1,0.3082,40.48342455566475,88.62222222222222,10.688888888888888,0.31422222222222224,136,134,PIT,false,40.31619361031126,87.5,9.02,0.3048,38.77097902097903,87.96000000000001,17.139999999999997,0.34879999999999994
564854,2019-05-17,-144,109,AZ,true,28.10416379112031,87.78,14.02,0.3216,40.69758595484644,89.0625,11.775,0.359375,126,137,SF,false,44.54445809944531,88.17999999999999,8.120000000000001,0.323,40.68742631889184,88.7625,15.75,0.3360000000000001
564855,2019-05-18,100,109,AZ,false,28.489348976305497,87.03999999999999,14.540000000000001,0.3286,39.55968768862322,90.18571428571428,9.771428571428572,0.37800000000000006,-110,137,SF,true,40.58723884810841,88.32000000000001,13.319999999999999,0.3162,44.331485746962215,90.74444444444445,14.255555555555556,0.3133333333333333
564856,2019-05-19,-168,109,AZ,false,27.555371520588913,86.7,15.7,0.3216,41.03350320651404,88.4,8.577777777777776,0.32155555555555554,146,137,SF,true,42.7249200075287,88.6,11.9,0.3282,38.2739813096956,88.48571428571427,10.414285714285715,0.30728571428571433
564859,2019-06-02,-110,109,AZ,true,39.10040580882579,87.24000000000001,10.76,0.312,39.89576499195443,88.94545454545454,12.854545454545455,0.35609090909090907,-104,121,NYM,false,33.18199233716475,87.78,9.52,0.3194,43.56495345928996,88.03999999999999,12.59,0.3093
564860,2019-06-03,132,109,AZ,false,40.438518114680036,88.2,13.820000000000002,0.3064,39.951355263178606,88.30833333333334,9.55,0.3260833333333333,-152,119,LAD,true,39.56957535218405,87.88,12.0,0.3246,37.37902018929687,88.31818181818183,15.336363636363636,0.29672727272727273
564861,2019-06-04,176,109,AZ,false,42.59760902377094,88.74,15.160000000000002,0.2872,35.45258620689655,89.93333333333334,10.299999999999999,0.37633333333333335,-205,119,LAD,true,35.08472686733556,86.6,9.540000000000001,0.2996,33.46105452725405,86.39090909090909,9.236363636363636,0.271
564862,2019-06-05,134,109,AZ,true,36.69722588200849,87.34,12.800000000000002,0.263,34.48275862068966,89.3,7.5,0.338,-154,119,LAD,false,38.498519970783846,87.78,9.92,0.32,31.86868654065389,85.81818181818181,13.554545454545456,0.29309090909090907
